FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: BCC/FCC/other,PROPERTY: grain size ($\mu$m),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: Calculated Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature (celcius),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Calculated Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),feat_Co,feat_Si,feat_Ni,feat_Re,feat_Fe,feat_Zr,feat_Ru,feat_Ti,feat_Ta,feat_Al,feat_W,feat_Mo,feat_V,feat_Cu,feat_Nb,feat_Hf,feat_Cr,feat_Mn,Target_Energy,Target_Risk,Target_Price
Co0.139 Cr0.446 Cu0.99 Ni1 Si0.277,,WROUGHT,other,,,7.6,155.2,,,,,,,,,,,,0.04873772791023843,0.09712482468443198,0.3506311360448807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34712482468443195,0.0,0.0,0.1563814866760168,0.0,179.84932246126377,0.26617462054994323,9.450507429388525
Al1 Co1 Cr0.091 Nb0.727 W0.212,,CAST,other,,,7.2,1084.0,,25.0,,,,,,,,,,0.33003300330033003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33003300330033003,0.06996699669966996,0.0,0.0,0.0,0.2399339933993399,0.0,0.03003300330033003,0.0,827.4793590245198,0.2184376971804833,46.310289997389944
Co1 Cr0.917 Ni1 Ta0.5 Ti0.75,,CAST,other,,,8.8,1011.0,,25.0,,,,,,,,,,0.23998080153587714,0.0,0.23998080153587714,0.0,0.0,0.0,0.0,0.17998560115190784,0.11999040076793857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22006239500839936,0.0,1580.2541690876196,0.3419172243044104,106.90971311539906
Al0.947 Co0.158 Mo1 Ni0.289 W0.237,,CAST,other,,,8.0,725.0,,25.0,,,,,,,,,,0.06005321170657544,0.0,0.10984416571645761,0.0,0.0,0.0,0.0,0.0,0.0,0.35993918662105656,0.09007981755986316,0.3800836183960471,0.0,0.0,0.0,0.0,0.0,0.0,235.7002566445122,0.37704832183379666,26.578430857150444
Co0.043 Nb0.638 Ni1 Ta0.255 Ti0.191,,CAST,other,,,9.5,815.0,,25.0,,,,,,,,,,0.020216267042783263,0.0,0.47014574518100616,0.0,0.0,0.0,0.0,0.08979783732957218,0.11988716502115657,0.0,0.0,0.0,0.0,0.0,0.29995298542548193,0.0,0.0,0.0,1857.7691393096802,0.10481875802502805,112.79791880456457
Co0.273 Cr0.477 Nb0.477 Ni0.045 Ti1,,CAST,other,,,6.4,422.0,,25.0,,,,,,,,,,0.12015845070422537,0.0,0.019806338028169015,0.0,0.0,0.0,0.0,0.44014084507042256,0.0,0.0,0.0,0.0,0.0,0.0,0.20994718309859156,0.0,0.20994718309859156,0.0,935.3804283849892,0.20226675584292642,36.769059410281336
Co1 Cr0.487 Nb0.231 Ta0.026 Ti0.821,,CAST,other,,,6.9,856.0,,25.0,,,,,,,,,,0.3898635477582845,0.0,0.0,0.0,0.0,0.0,0.0,0.3200779727095516,0.010136452241715398,0.0,0.0,0.0,0.0,0.0,0.09005847953216373,0.0,0.18986354775828457,0.0,704.7154217838938,0.3752450246401034,38.14336950082792
Co0.564 Nb0.795 Ta0.103 Ti1 W0.103,,CAST,other,,,7.7,277.0,,25.0,,,,,,,,,,0.21988304093567249,0.0,0.0,0.0,0.0,0.0,0.0,0.38986354775828463,0.04015594541910331,0.0,0.04015594541910331,0.0,0.0,0.0,0.3099415204678363,0.0,0.0,0.0,1357.222887428877,0.1517169891204754,73.88519861294603
Al1 Co1 Cu1 Fe1 Ni0.5,FCC+BCC+B2,CAST,other,,,6.9,430.9,C,25.0,929.0,,13.7,,,,,,,0.2222222222222222,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,97.75353178069933,0.2599638405318446,10.742307003899342
Al1 Co1 Cu1 Fe1 Ni0.8,FCC+BCC+B2,CAST,other,,,7.0,420.0,C,25.0,1021.0,,12.3,,,,,,,0.20833333333333334,0.0,0.16666666666666669,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.0,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,102.58669161427405,0.24300581934655238,10.763782892389656
Al1 Co1 Cu1 Fe1 Ni1,FCC+BCC+B2,CAST,other,,,7.0,391.4,C,25.0,994.0,,24.5,,,,,,,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,105.45064393939394,0.2329571212121212,10.776508712121212
Al0.667 Co0.667 Cu0.667 Fe0.667 Ni1,FCC+BCC+B2,CAST,other,,,7.2,323.8,C,25.0,680.0,,35.9,,,,,,,0.18184296619411122,0.0,0.27262813522355506,0.0,0.18184296619411122,0.0,0.0,0.0,0.0,0.18184296619411122,0.0,0.0,0.0,0.18184296619411122,0.0,0.0,0.0,0.0,111.59947374600762,0.21138283239987046,10.80383071011421
Al0.5 Co0.5 Cu0.5 Fe0.5 Ni1,FCC+BCC+B2,CAST,other,,,7.3,299.2,C,25.0,544.0,,,,,,,,,0.16666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,116.64507731878892,0.1936794136787629,10.82625058105302
Al0.333 Co0.333 Cu0.333 Fe0.333 Ni1,FCC,CAST,FCC,,,7.5,279.6,C,25.0,268.0,,,,,167.0,,,,0.14279588336192112,0.0,0.42881646655231564,0.0,0.14279588336192112,0.0,0.0,0.0,0.0,0.14279588336192112,0.0,0.0,0.0,0.14279588336192112,0.0,0.0,0.0,0.0,124.41380160891583,0.16642143015844,10.860770493969575
Al0.5 Cr1 Fe1 Mn1 Ni1,BCC+B2,CAST,other,,,7.1,353.0,C,25.0,1091.0,,50.0,,,,,,,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,200.577442969016,0.2913031154239019,5.66703013278856
Al0.6 Cr1 Fe1 Mn1 Ni1,BCC+B2,CAST,other,,,6.9,361.0,C,25.0,1130.0,,53.0,,,,,,,0.0,0.0,0.2173913043478261,0.0,0.2173913043478261,0.0,0.0,0.0,0.0,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.2173913043478261,0.2173913043478261,200.56521135413072,0.2881096365365357,5.620291763795034
Al0.7 Cr1 Fe1 Mn1 Ni1,BCC+B2,CAST,other,,,6.8,375.0,C,25.0,1170.0,,55.0,,,,,,,0.0,0.0,0.2127659574468085,0.0,0.2127659574468085,0.0,0.0,0.0,0.0,0.14893617021276595,0.0,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.2127659574468085,200.55325433939655,0.2849878513538251,5.5746026727021585
Al0.8 Cr1 Fe1 Mn1 Ni1,BCC+B2,CAST,other,,,6.7,386.0,C,25.0,1200.0,,55.0,,,,,,,0.0,0.0,0.20833333333333334,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.20833333333333334,200.5415627802875,0.2819353723863833,5.529927917252957
Co1 Cr0.2 Fe1 Ni1 Si0.2,FCC,CAST,FCC,,,7.8,130.1,T,25.0,225.0,732.0,61.0,,,195.0,,,,0.2941176470588235,0.058823529411764705,0.2941176470588235,0.0,0.2941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,134.05977222591645,0.24679834921841193,13.396922727800469
Co1 Cr0.2 Fe1 Ni1 Si0.2,FCC,WROUGHT,FCC,,,7.8,318.2,T,25.0,705.0,1070.0,10.0,,,195.0,,,,0.2941176470588235,0.058823529411764705,0.2941176470588235,0.0,0.2941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,134.05977222591645,0.24679834921841193,13.396922727800469
Co1 Cr0.2 Fe1 Ni1 Si0.2,FCC,WROUGHT,FCC,,,7.8,153.8,T,25.0,320.0,920.0,60.0,,,195.0,,,,0.2941176470588235,0.058823529411764705,0.2941176470588235,0.0,0.2941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,134.05977222591645,0.24679834921841193,13.396922727800469
Cr1 Fe1 Ni1 Ti0.2,BCC+FCC,CAST,other,,,7.6,362.2,C,25.0,2297.94,,5.8,,,,,,,0.0,0.0,0.3125,0.0,0.3125,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,265.97303298051145,0.20780425203288963,7.6750982374051695
Cr1 Fe1 Ni1 Ti0.3,BCC+FCC,CAST,other,,,7.5,510.3,C,25.0,2364.63,,,,,,,,,0.0,0.0,0.30303030303030304,0.0,0.30303030303030304,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30303030303030304,0.0,274.4817459132848,0.20256966902720422,7.830568408599653
Cr1 Fe1 Ni1 Ti0.4,BCC,CAST,BCC,,,7.4,600.3,C,25.0,2475.41,,6.5,,,212.0,,,,0.0,0.0,0.29411764705882354,0.0,0.29411764705882354,0.0,0.0,0.11764705882352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.0,282.551729337886,0.19760499359105552,7.978022167408095
Cr1 Fe1 Ni1 Ti0.5,BCC,CAST,BCC,,,7.3,709.6,C,25.0,2380.79,,,,,208.0,,,,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,290.21606331872,0.19288987478014336,8.11806394875699
Cr1 Fe1 Ni1 Ti0.6,BCC,CAST,BCC,,,7.2,718.2,C,25.0,1923.15,,,,,204.0,,,,0.0,0.0,0.2777777777777778,0.0,0.2777777777777778,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,297.5045838198841,0.18840595742937333,8.25123891176531
Al1 Cr1 Cu1 Fe1 Mn1,Other,POWDER,other,,,6.5,633.0,C,25.0,1010.0,,,,,,,,,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,172.78098377482138,0.3513406497966918,4.284119853144369
Al1 Cr1 Cu1 Fe1 Mn1 W0.05,BCC+Sec.,POWDER,other,,,6.7,680.0,C,25.0,1120.0,,,,,,,,,0.0,0.0,0.0,0.0,0.19801980198019803,0.0,0.0,0.0,0.0,0.19801980198019803,0.009900990099009901,0.0,0.0,0.19801980198019803,0.0,0.0,0.19801980198019803,0.19801980198019803,186.97048784390213,0.34047348972579256,5.790401596940214
Al1 Cr1 Cu1 Fe1 Mn1 W0.1,BCC+Sec.,POWDER,other,,,6.8,705.0,C,25.0,1250.0,,,,,,,,,0.0,0.0,0.0,0.0,0.19607843137254904,0.0,0.0,0.0,0.0,0.19607843137254904,0.019607843137254905,0.0,0.0,0.19607843137254904,0.0,0.0,0.19607843137254904,0.19607843137254904,200.1998682341163,0.33034164906107605,7.194761754032109
Al1 Cr1 Cu1 Fe1 Mn1 W0.5,BCC+Sec.,POWDER,other,,,7.9,780.0,C,25.0,1510.0,,,,,,,,,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.0,0.18181818181818182,0.0,0.0,0.18181818181818182,0.18181818181818182,280.6734959302494,0.26871019320453027,15.73741100136141
Co0.2 Cr0.2 Fe1 Mn0.6,FCC+Sec.,CAST,other,,,7.8,296.0,,,,,,,,,,,,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,97.43176093262943,0.3134074848195463,4.912703472134633
Hf1 Ti1 Zr1,Other,CAST,other,,,8.3,211.0,C,25.0,773.0,,17.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1187.5047232193463,0.7051452862270924,523.0368867686882
Al0.562 Co0.938 Cr0.312 Fe0.312 Ni1,FCC+BCC,CAST,other,,,7.1,305.4,C,25.0,1129.4,,16.7,,,,,,,0.3002560819462228,0.0,0.3201024327784891,0.0,0.0998719590268886,0.0,0.0,0.0,0.0,0.1798975672215109,0.0,0.0,0.0,0.0,0.0,0.0,0.0998719590268886,0.0,182.47509024410232,0.2907467881774114,15.228392563288827
Al0.581 Co0.968 Cr0.323 Fe0.323 Mo0.032 Ni1,FCC+BCC,CAST,other,,,7.1,357.3,C,25.0,1159.7,,18.2,,,,,,,0.29996901146575766,0.0,0.3098853424233034,0.0,0.100092965602727,0.0,0.0,0.0,0.0,0.18004338394793926,0.0,0.009916330957545709,0.0,0.0,0.0,0.0,0.100092965602727,0.0,181.45125813038788,0.30056585639298355,15.46681165058613
Al0.6 Co1 Cr0.333 Fe0.333 Mo0.067 Ni1,FCC+BCC,CAST,other,,,7.1,362.6,C,25.0,1250.8,,14.7,,,,,,,0.3000300030003,0.0,0.3000300030003,0.0,0.0999099909990999,0.0,0.0,0.0,0.0,0.18001800180018,0.0,0.020102010201020103,0.0,0.0,0.0,0.0,0.0999099909990999,0.0,180.28946333402538,0.3104429187333311,15.720404306348716
Al0.6 Co1 Cr0.333 Fe0.333 Mo0.1 Ni0.967,FCC+BCC,CAST,other,,,7.2,359.7,C,25.0,1198.3,,14.5,,,,,,,0.3000300030003,0.0,0.2901290129012901,0.0,0.0999099909990999,0.0,0.0,0.0,0.0,0.18001800180018,0.0,0.030003000300030003,0.0,0.0,0.0,0.0,0.0999099909990999,0.0,179.22446287412208,0.3199940447730104,15.96025622494919
Co1 Cr1 Fe1 Mo0.149 Ni1,FCC+Sec.,POWDER,other,,,8.3,210.0,,,,,,,,,,,,0.24102193299590263,0.0,0.24102193299590263,0.0,0.24102193299590263,0.0,0.0,0.0,0.0,0.0,0.0,0.03591226801638949,0.0,0.0,0.0,0.0,0.24102193299590263,0.0,210.0697222870449,0.34802582995125675,13.903167880085027
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,BCC,500.0,,9.9,359.0,T,25.0,1155.0,1212.0,12.3,,59.0,107.0,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,2263.725821723252,0.48055718246990403,387.63011125388886
Nb1 Ta1 Ti1 Zr1,BCC,CAST,BCC,500.0,,8.9,358.0,T,25.0,1144.0,1205.0,6.4,,98.0,115.0,,,,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,2752.6772611696324,0.36582443395084147,166.16770311175682
Nb1 Ta1 Ti1,BCC,CAST,BCC,500.0,,10.0,246.0,T,25.0,620.0,683.0,18.5,,143.0,136.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,3076.6601653560433,0.18885214310135828,198.31081030677896
Ta1 Ti1 Zr1,BCC+Sec.,CAST,other,500.0,,9.0,485.0,T,25.0,,284.0,0.0,,157.0,,,,,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3014.731205474316,0.46912292213473317,190.93606892888388
Nb1 Ti1 Zr1,BCC,CAST,BCC,500.0,,6.5,295.0,T,25.0,956.0,991.0,14.2,,88.0,94.0,,,,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1495.135021551724,0.39532586206896553,55.934603448275865
Nb1 Ta0.667 Ti0.667 Zr0.333,BCC+Sec.,CAST,other,500.0,,9.2,294.0,T,25.0,822.0,852.0,0.33,,127.0,,,,,0.0,0.0,0.0,0.0,0.0,0.124859392575928,0.0,0.25009373828271464,0.25009373828271464,0.0,0.0,0.0,0.0,0.0,0.3749531308586426,0.0,0.0,0.0,2777.6366961485883,0.256999068896579,169.1193308613848
Nb0.333 Ta0.667 Ti0.667 Zr1,BCC+Sec.,CAST,other,500.0,,8.6,489.0,T,25.0,,843.0,0.0,,93.0,,,,,0.0,0.0,0.0,0.0,0.0,0.3749531308586427,0.0,0.2500937382827147,0.2500937382827147,0.0,0.0,0.0,0.0,0.0,0.12485939257592803,0.0,0.0,0.0,2728.2999886237076,0.47500933339985885,163.27044976786507
Al0.774 Fe1 Mn0.903 Ni0.484,,CAST,other,,,6.3,310.0,,,,,,,,,,,,0.0,0.0,0.1531161024992091,0.0,0.3163555836760519,0.0,0.0,0.0,0.0,0.24485922176526417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2856690920594748,85.18469972400521,0.19911328387268956,2.9999588902825414
Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.026,,CAST,other,,,6.3,330.0,,,,,,,,,,,,0.0,0.0,0.15186695952306245,0.0,0.3137747097583935,0.0,0.0,0.00815814245371823,0.0,0.24286162535299657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28333856291182935,89.19249482928565,0.19760441624904354,3.08413391560389
Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.097,,CAST,other,,,6.2,500.0,,,,,,,,,,,,0.0,0.0,0.1485573971761817,0.0,0.3069367710251688,0.0,0.0,0.029772866789441375,0.0,0.23756906077348067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27716390423572745,99.8180297854312,0.19360408058863926,3.307300182963221
Al0.774 Fe1 Mn0.903 Ni0.484,,ANNEAL,other,,,6.3,340.0,,,,,,,,,,,,0.0,0.0,0.1531161024992091,0.0,0.3163555836760519,0.0,0.0,0.0,0.0,0.24485922176526417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2856690920594748,85.18469972400521,0.19911328387268956,2.9999588902825414
Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.026,,ANNEAL,other,,,6.3,410.0,,,,,,,,,,,,0.0,0.0,0.15186695952306245,0.0,0.3137747097583935,0.0,0.0,0.00815814245371823,0.0,0.24286162535299657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28333856291182935,89.19249482928565,0.19760441624904354,3.08413391560389
Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.097,,ANNEAL,other,,,6.2,495.0,,,,,,,,,,,,0.0,0.0,0.1485573971761817,0.0,0.3069367710251688,0.0,0.0,0.029772866789441375,0.0,0.23756906077348067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27716390423572745,99.8180297854312,0.19360408058863926,3.307300182963221
Al0.774 Fe1 Mn0.903 Ni0.484,,ANNEAL,other,,,6.3,330.0,,,,,,,,,,,,0.0,0.0,0.1531161024992091,0.0,0.3163555836760519,0.0,0.0,0.0,0.0,0.24485922176526417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2856690920594748,85.18469972400521,0.19911328387268956,2.9999588902825414
Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.026,,ANNEAL,other,,,6.3,330.0,,,,,,,,,,,,0.0,0.0,0.15186695952306245,0.0,0.3137747097583935,0.0,0.0,0.00815814245371823,0.0,0.24286162535299657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28333856291182935,89.19249482928565,0.19760441624904354,3.08413391560389
Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.097,,ANNEAL,other,,,6.2,490.0,,,,,,,,,,,,0.0,0.0,0.1485573971761817,0.0,0.3069367710251688,0.0,0.0,0.029772866789441375,0.0,0.23756906077348067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27716390423572745,99.8180297854312,0.19360408058863926,3.307300182963221
Co1 Cr1 Fe1 Mn1 Ni1,FCC,POWDER,other,0.03,7.753,8.0,435.0,C,25.0,1100.0,,47.0,,,,,,,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,185.37610912981455,0.3770692938659058,10.863425106990015
Al0.5 Cr1 Cu1 Fe1 Ni1,FCC,CAST,FCC,,,7.4,226.0,,,,,,,,185.0,,,,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,195.6517428254711,0.2383325943260664,6.667887260335839
Al0.5 Cr1 Cu1 Fe1 Ni1,FCC,WROUGHT,FCC,,,7.4,287.0,,,,,,,,185.0,,,,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,195.6517428254711,0.2383325943260664,6.667887260335839
Al0.267 Co1 Cr0.667 Fe0.667 Ni0.667 Ti0.2,FCC+BCC,POWDER,other,,,7.3,515.0,C,25.0,2012.0,,,17.52,,,,,,0.28835063437139563,0.0,0.1923298731257209,0.0,0.1923298731257209,0.0,0.0,0.05767012687427913,0.0,0.07698961937716263,0.0,0.0,0.0,0.0,0.0,0.0,0.1923298731257209,0.0,225.36698515182073,0.331579337367494,14.409119598944592
Al1 Nb1 Ti1 Zr1,B2,CAST,other,250.0,5.85,5.7,422.0,C,25.0,1509.0,,8.6,,,,,,,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1360.1584485288438,0.3551834118464746,50.268928102556174
Al1 Nb1 Ti1 Zr1,B2+Sec.,ANNEAL,other,,,5.7,418.0,C,25.0,1579.0,,17.8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1360.1584485288438,0.3551834118464746,50.268928102556174
Al1 Nb1 Ti1 Zr1,,,other,,5.79,5.7,539.6,C,25.0,1080.0,,5.9,,,,,,,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1360.1584485288438,0.3551834118464746,50.268928102556174
Nb1 Ti1 V1 Zr1,,,other,,6.52,6.5,335.0,C,25.0,1105.0,,50.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,1894.795451332438,0.4345155156570297,115.1789354633491
Cr1 Nb1 Ti1 Zr1,,,other,,6.67,6.6,418.0,C,25.0,1260.0,,6.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,1327.2352723687454,0.4430474312475791,47.580284517060456
Al1 Cr1 Fe1 Mo0.5 Ni1,BCC+B2,CAST,other,,,6.8,623.7,C,25.0,1914.1,4023.6,,27.9,,,,,,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,215.3089736422552,0.28457490113257555,10.457996562933515
Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.25,BCC+B2,CAST,other,,,6.6,712.0,C,25.0,2161.7,3641.5,,14.3,,,,,,0.0,0.0,0.21052631578947367,0.0,0.21052631578947367,0.0,0.0,0.05263157894736842,0.0,0.21052631578947367,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,232.88305994219823,0.2716100452747556,10.603994535465226
Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.4,BCC+B2,CAST,other,,,6.5,731.9,C,25.0,2185.1,3673.4,,14.8,,,,,,0.0,0.0,0.2040816326530612,0.0,0.2040816326530612,0.0,0.0,0.08163265306122448,0.0,0.2040816326530612,0.0,0.1020408163265306,0.0,0.0,0.0,0.0,0.2040816326530612,0.0,242.65283943322606,0.2644026274493253,10.685157673817207
Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.5,BCC+B2,CAST,other,,,6.5,751.7,C,25.0,2228.7,3166.2,,10.4,,,,,,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,248.87235325145053,0.25981433200210985,10.736826727450833
Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.6,BCC+B2,CAST,other,,,6.4,756.1,C,25.0,1314.5,1314.5,,,,,,,,0.0,0.0,0.19607843137254904,0.0,0.19607843137254904,0.0,0.0,0.11764705882352941,0.0,0.19607843137254904,0.0,0.09803921568627452,0.0,0.0,0.0,0.0,0.19607843137254904,0.0,254.87149666736985,0.25538860947347775,10.786665038285465
Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.75,BCC+B2,CAST,other,,,6.4,766.2,C,25.0,618.8,618.8,,,,,,,,0.0,0.0,0.19047619047619047,0.0,0.19047619047619047,0.0,0.0,0.14285714285714285,0.0,0.19047619047619047,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.19047619047619047,0.0,263.48197467441753,0.24903643819566496,10.858197197061873
Al1 Mo1 Nb1 Ti1,BCC,CAST,BCC,,,6.5,509.0,,,,,,,,151.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,819.7793409427022,0.248683402222138,40.672390125516664
Al1 Nb1 Ta1 Ti1,BCC,CAST,BCC,,,8.2,458.0,,,,,,,,120.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,2854.0517478707234,0.1750141951765077,183.08725301826735
Cr1 Mo1 Ta1 Ti1,BCC,ANNEAL,BCC,,,9.9,555.0,,,,,,,,219.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,2279.474917719503,0.41893629897016665,157.5266628622996
Cr1 Mo1 Ta1 Ti1,BCC,CAST,BCC,,,9.9,539.0,,,,,,,,219.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,2279.474917719503,0.41893629897016665,157.5266628622996
Cr1 Nb1 Ta1 Ti1,BCC,CAST,BCC,,,9.4,495.0,,,,,,,,162.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,2729.0594428984264,0.25383934496414423,172.15571550893716
